PM10,EPA_index,CO,temperature,humidity,PM25_lag_1,PM25_lag_2,PM25_lag_3,PM25_rolling_mean_3,PM10_rolling_mean_3,CO_rolling_mean_3,PM25_rolling_mean_6,PM10_rolling_mean_6,CO_rolling_mean_6,PM25_rolling_mean_12,PM10_rolling_mean_12,CO_rolling_mean_12
46.99,2,604.95,35.0,50,22.755,70.3,35.335,41.87166666666665,60.43333333333334,638.8666666666667,39.6825,57.65833333333333,724.2750000000001,29.18375,42.442083333333336,620.9833333333333
31.635,2,523.55,31.4,66,32.56,22.755,70.3,25.71499999999999,37.370000000000005,533.4166666666666,38.07916666666667,55.284166666666664,672.475,28.75208333333333,41.85625,599.0916666666667
24.975,2,553.15,32.1,67,21.83,32.56,22.755,23.803333333333324,34.53333333333334,560.55,33.300000000000004,48.223333333333336,641.025,26.085000000000004,38.11,580.2833333333333
20.535,1,532.8,32.2,67,17.02,21.83,32.56,17.698333333333323,25.715000000000003,536.4999999999999,29.785,43.07416666666668,587.6833333333333,26.424166666666665,38.60333333333333,587.6833333333333
41.44,2,789.95,31.1,63,14.245,17.02,21.83,20.041666666666657,28.983333333333338,625.3,22.87833333333333,33.17666666666667,579.3583333333332,28.197083333333328,41.147083333333335,623.6041666666666
67.155,3,1006.4,33.3,53,28.86,14.245,17.02,29.84666666666666,43.043333333333344,776.3833333333333,26.825,38.788333333333334,668.4666666666666,31.218749999999996,45.34041666666667,677.8708333333333
96.755,4,1159.95,31.1,58,46.435,28.86,14.245,46.92833333333332,68.45,985.4333333333334,32.31333333333333,47.0825,760.9666666666667,35.99791666666666,52.37041666666667,742.6208333333334
100.085,4,1389.35,33.4,53,65.49,46.435,28.86,59.32333333333332,87.99833333333333,1185.2333333333333,39.682500000000005,58.490833333333335,905.2666666666668,38.880833333333335,56.887499999999996,788.8708333333334
102.12,4,1071.15,31.2,66,66.045,65.49,46.435,67.40166666666666,99.65333333333335,1206.8166666666666,48.62416666666667,71.34833333333334,991.6,40.96208333333333,59.78583333333333,816.3125
49.21,2,876.9,29.3,75,70.67,66.045,65.49,56.856666666666655,83.805,1112.4666666666665,51.892500000000005,76.1275,1048.95,40.83875,59.600833333333334,818.3166666666666
60.125,3,936.1,30.0,70,33.855,70.67,66.045,48.59333333333333,70.48500000000001,961.3833333333332,53.958333333333336,79.24166666666666,1073.3083333333334,38.41833333333333,56.20916666666667,826.3333333333334
93.425,3,1295.0,32.3,56,41.255,33.855,70.67,46.558333333333316,67.58666666666669,1036.0,56.98,83.61999999999999,1121.4083333333333,41.902499999999996,61.20416666666667,894.9375
204.98,4,1394.9,30.2,66,64.565,41.255,33.855,82.63333333333334,119.50999999999999,1208.6666666666667,69.74499999999999,101.65750000000001,1160.5666666666666,51.02916666666667,74.36999999999999,960.7666666666668
34.78,2,897.25,31.5,60,142.08,64.565,41.255,76.89833333333333,111.06166666666667,1195.7166666666665,62.74583333333334,90.77333333333333,1078.55,51.214166666666664,74.63208333333334,991.9083333333333
77.515,3,1206.2,32.4,67,24.05,142.08,64.565,73.25999999999999,105.75833333333334,1166.1166666666666,59.909166666666664,86.6725,1101.0583333333334,54.26666666666667,79.01041666666667,1046.3291666666667
