temperature_celsius,humidity,air_quality_PM2.5,air_quality_PM2.5_normalized,temperature_celsius_normalized,humidity_normalized
31.2,71,28.1,-0.29296535528384676,0.4473711374624343,0.09208616589024683
31.0,71,14.7,-0.7488858650136422,0.3547247792259821,0.09208616589024683
32.1,67,12.9,-0.8101289185594356,0.8642797495264716,-0.24178288876601717
30.2,75,33.0,-0.12624815396474254,-0.01586065371982821,0.4259552205465108
28.3,89,18.1,-0.6332045416493657,-0.8960010569661263,1.594496911843435
31.2,66,29.0,-0.2623438285109501,0.4473711374624343,-0.32525015243008315
33.4,59,29.5,-0.24533186919267413,1.4664810780634114,-0.9095209980785451
32.2,67,14.7,-0.7488858650136422,0.9106029286446985,-0.24178288876601717
25.3,89,8.0,-0.9768461198785398,-2.285696430512914,1.594496911843435
32.1,59,20.1,-0.5651567043762619,0.8642797495264716,-0.9095209980785451
33.2,53,23.2,-0.4596825566029511,1.373834719826961,-1.4103245800629411
32.3,63,21.9,-0.5039136508304686,0.9569261077629221,-0.5756519434222812
29.2,79,40.3,0.12212645208208618,-0.47909244490209074,0.7598242752027748
30.2,70,51.1,0.48958477335684675,-0.01586065371982821,0.00861890222618083
30.2,62,44.7,0.2718316940829147,-0.01586065371982821,-0.6591192070863472
31.3,66,37.7,0.03366426362705146,0.4936943165806612,-0.32525015243008315
33.3,56,19.3,-0.5923758392855034,1.4201578989451846,-1.159922789070743
29.2,84,24.0,-0.43246342169370955,-0.47909244490209074,1.1771605935231049
29.3,79,34.6,-0.07180988414625945,-0.4327692657838638,0.7598242752027748
31.2,66,50.6,0.4725728140385708,0.4473711374624343,-0.32525015243008315
32.4,56,9.4,-0.9292126337873672,1.003249286881149,-1.159922789070743
31.1,59,32.375,-0.14751310311258745,0.40104795834420903,-0.9095209980785451
31.1,63,12.395,-0.8273109974708942,0.40104795834420903,-0.5756519434222812
31.2,63,11.655,-0.8524886972619427,0.4473711374624343,-0.5756519434222812
31.4,63,15.17,-0.7328946232544626,0.5400174956988865,-0.5756519434222812
30.1,70,19.795,-0.5755339995604102,-0.062183832838053475,0.00861890222618083
29.2,70,12.765,-0.81472214757537,-0.47909244490209074,0.00861890222618083
24.2,100,37.74,0.0350252203725135,-2.7952514008134033,2.512636812148161
32.4,63,33.3,-0.11604097837377705,1.003249286881149,-0.5756519434222812
27.3,94,33.67,-0.1034521284782527,-1.3592328481483889,2.0118332301637647
28.1,79,26.455,-0.3489347014409747,-0.9886474152025785,0.7598242752027748
32.2,59,34.595,-0.0719800037394423,0.9106029286446985,-0.9095209980785451
27.1,89,32.93,-0.12862982826930117,-1.451879206384841,1.594496911843435
25.1,100,32.005,-0.16010195300811156,-2.378342788749366,2.512636812148161
33.2,59,27.01,-0.3300514265976883,1.373834719826961,-0.9095209980785451
24.1,100,49.025,0.41898514218600147,-2.8415745799316285,2.512636812148161
26.2,94,10.175,-0.9028440968440394,-1.8687878184488782,2.0118332301637647
30.2,75,7.585,-0.9909660461127088,-0.01586065371982821,0.4259552205465108
31.2,71,10.175,-0.9028440968440394,0.4473711374624343,0.09208616589024683
30.3,66,8.14,-0.9720827712694226,0.0304625253983987,-0.32525015243008315
30.3,70,31.45,-0.17898522785139798,0.0304625253983987,0.00861890222618083
33.1,59,45.695,0.30568549312628374,1.3275115407087341,-0.9095209980785451
31.1,71,35.335,-0.04680230394839383,0.40104795834420903,0.09208616589024683
31.2,71,70.3,1.1428440111786429,0.4473711374624343,0.09208616589024683
30.1,84,22.755,-0.47482320039621667,-0.062183832838053475,1.1771605935231049
35.0,50,32.56,-0.14121867816482528,2.207651943955032,-1.6607263710551392
31.4,66,21.83,-0.5062953251350272,0.5400174956988865,-0.32525015243008315
32.1,67,17.02,-0.6699503737768417,0.8642797495264716,-0.24178288876601717
32.2,67,14.245,-0.7643667479932733,0.9106029286446985,-0.24178288876601717
31.1,63,28.86,-0.2671071771200674,0.40104795834420903,-0.5756519434222812
33.3,53,46.435,0.3308631929173322,1.4201578989451846,-1.4103245800629411
31.1,58,65.49,0.9791889625368282,0.40104795834420903,-0.9929882617426111
33.4,53,66.045,0.9980722373801147,1.4664810780634114,-1.4103245800629411
31.2,66,70.67,1.1554328610741673,0.4473711374624343,-0.32525015243008315
29.3,75,33.855,-0.09715770353049076,-0.4327692657838638,0.4259552205465108
30.0,70,41.255,0.15461929437999342,-0.10850701195628039,0.00861890222618083
32.3,56,64.565,0.9477168377980179,0.9569261077629221,-1.159922789070743
30.2,66,142.08,3.585080890910338,-0.01586065371982821,-0.32525015243008315
31.5,60,24.05,-0.43076222576188195,0.5863406748171134,-0.8260537344144792
32.4,67,53.65,0.5763457658800539,1.003249286881149,-0.24178288876601717
31.2,66,126.725,3.0626436202460834,0.4473711374624343,-0.32525015243008315
33.0,54,173.53,4.655133132029895,1.281188361590507,-1.326857316398875
30.7,66,45.14,0.28680221828299746,0.21575524187130304,-0.32525015243008315
30.1,66,121.915,2.898988571604269,-0.062183832838053475,-0.32525015243008315
28.9,78,30.155,-0.22304620248573262,-0.6180619822567698,0.6763570115387089
29.1,84,17.39,-0.6573615238813175,-0.5254156240203159,1.1771605935231049
30.0,75,30.525,-0.2104573525902085,-0.10850701195628039,0.4259552205465108
31.2,66,45.325,0.2930966432307596,0.4473711374624343,-0.32525015243008315
30.6,65,22.2,-0.49370647523950295,0.1694320627530778,-0.4087174160941492
32.4,59,44.585,0.2679189434397112,1.003249286881149,-0.9095209980785451
33.3,53,61.605,0.8470060386338242,1.4201578989451846,-1.4103245800629411
29.6,68,25.715,-0.37411240123202305,-0.2937997284291847,-0.15831562510195116
29.7,77,22.755,-0.47482320039621667,-0.24747654931095947,0.5928897478746429
30.7,64,37.555,0.028730795424751328,0.21575524187130304,-0.49218467975821517
32.3,63,81.215,1.514215083096607,0.9569261077629221,-0.5756519434222812
32.9,50,192.955,5.316047751544915,1.2348651824722803,-1.6607263710551392
33.4,53,177.97,4.806199330776185,1.4664810780634114,-1.4103245800629411
34.3,56,72.52,1.218377110551788,1.8833896901274472,-1.159922789070743
32.4,46,54.945,0.6204067405143887,1.003249286881149,-1.9945954257114031
32.0,49,43.475,0.2301523937531386,0.8179565704082447,-1.744193634719205
31.2,59,46.25,0.32456876796957,0.4473711374624343,-0.9095209980785451
28.2,70,24.235,-0.4244678008141199,-0.9423242360843532,0.00861890222618083
29.1,62,26.64,-0.34264027649321255,-0.5254156240203159,-0.6591192070863472
27.6,73,38.85,0.07279177005908609,-1.2202633107937098,0.25902069321837884
29.4,64,43.845,0.2427412436486627,-0.38644608666563857,-0.49218467975821517
30.1,57,48.84,0.4126907172382395,-0.062183832838053475,-1.0764555254066772
33.2,44,64.01,0.9288335629547317,1.373834719826961,-2.161529953039535
33.2,47,55.5,0.639290015357675,1.373834719826961,-1.911128162047337
33.0,49,54.945,0.6204067405143887,1.281188361590507,-1.744193634719205
34.3,47,64.195,0.9351279879024935,1.8833896901274472,-1.911128162047337
33.3,56,61.975,0.8595948885293485,1.4201578989451846,-1.159922789070743
31.3,66,31.265,-0.18527965279916003,0.4936943165806612,-0.32525015243008315
35.1,47,54.205,0.5952290407233403,2.253975123073259,-1.911128162047337
30.1,70,71.78,1.1931994107607398,-0.062183832838053475,0.00861890222618083
32.4,49,46.805,0.3434520428128563,1.003249286881149,-1.744193634719205
